Longitud	Latitud	Enero	Febrero	Marzo	Abril	Mayo	Junio	Julio	Agosto	Septimbre	Octubre	 Noviembre	 Diciembre Media
-169.2º50 -88.2º50   -29,1   -41,0   -54,1   -57,5   -57.8º   -58,3   -60,0   -60,1   -59.8º   -51.4   -39.2º   -29,1   -49.8º
-169.2º50 -88,750   -28.9   -41,1   -54,3   -57.8º   -58,0   -58.4   -60,0   -60,0   -59.9   -51,3   -39,1   -28,7   -49.9
-169.2º50 -89.2º50   -28.2º   -40,6º   -53.9   -57.4   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -44.4
-169.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -48,0
-168,750  63.2º50    -4.9    -9,1    -8,5    -3.9     0.8º     4,3     8,3     8,1     6,6º     2.2º    -1.8º    -3,0     0,0
-168,750 -84,750    -8.2º   -16,6º   -27.4   -32,0   -33.4   -33,1   -36.8º   -37.2º   -36.4   -27,6º   -16.9    -8,3   -26.2º
-168,750 -85.2º50   -15.4   -24,3   -35.4   -39.8º   -41,0   -40.9   -44,3   -44,6º   -43.9   -35,3   -24,3   -15.4   -33,7
-168,750 -85,750   -25.2º   -34,7   -46,3   -50.4   -51.4   -51.4   -54,5   -54.8º   -54.2º   -45,6º   -34,3   -25.2º   -44,1
-168,750 -86.2º50   -21.8º   -32,1   -43.9   -47.8º   -48,6º   -48.8º   -51,5   -51,7   -51.2º   -42,7   -31.2º   -21.8º   -41.2º
-168,750 -86,750   -25,0   -35.8º   -48,1   -51.9   -52,5   -52.8º   -55,1   -55.2º   -54.9   -46.4   -34,7   -24.9   -44.9
-168,750 -87.2º50   -26,5   -37.8º   -50.4   -54,0   -54.4   -54.8º   -56.9   -57,0   -56,7   -48.2º   -36.4   -26,5   -46,7
-168,750 -87,750   -28,0   -39,7   -52,6º   -56,1   -56,5   -56.9   -58.8º   -58.9   -58,6º   -50.2º   -38,1   -28,0   -48,6º
-168,750 -88.2º50   -29,1   -41,0   -54,1   -57,5   -57.8º   -58,3   -60,0   -60,1   -59.8º   -51.4   -39.2º   -29,1   -49.8º
-168,750 -88,750   -28.8º   -41,0   -54,3   -57,7   -57.9   -58.4   -60,0   -60,0   -59.9   -51,3   -39,1   -28,7   -49.9
-168,750 -89.2º50   -28.2º   -40,6º   -53.9   -57.4   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -49.4
-168,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-168.2º50  53.2º50     1,7     0,6º     1,6º     2,7     4,6º     7,1     9,7    10.8º     9.4     6,3     3,6º     2,1     5,0
-168.2º50 -84,750    -7.2º   -15,5   -26,3   -30.9   -32,3   -32,0   -35.8º   -36,1   -35,3   -26,6º   -15.8º    -7.2º   -25,1
-168.2º50 -85.2º50   -18,0   -26.8º   -38,0   -42,3   -43,5   -43.4   -46.8º   -47,1   -46.4   -37.8º   -26.8º   -17.9   -36,3
-168.2º50 -85,750   -25,0   -34,5   -46,1   -50.2º   -51.2º   -51,3   -54,3   -54,6º   -54,0   -45.4   -34.2º   -25,0   -44,0
-168.2º50 -86.2º50   -21,5   -31.8º   -43,7   -47,6º   -48,3   -48,5   -51.2º   -51.4   -51,0   -42.4   -30.9   -21,5   -40.9
-168.2º50 -86,750   -24.9   -35,7   -48,1   -51.8º   -52.4   -52,7   -55,0   -55,1   -54.8º   -46,3   -34,6º   -24.8º   -44.8º
-168.2º50 -87.2º50   -26,5   -37,7   -50,3   -53.9   -54.4   -54.8º   -56.9   -56.9   -56,7   -48.2º   -36.4   -26,5   -46,7
-168.2º50 -87,750   -28,0   -39,7   -52,6º   -56,1   -56,5   -56.9   -58,7   -58.8º   -58,5   -50,1   -38,1   -28,0   -48,6º
-168.2º50 -88.2º50   -29,1   -41,0   -54,1   -57,5   -57.8º   -58,3   -60,0   -60,1   -59.8º   -51.4   -39.2º   -29,1   -49.8º
-168.2º50 -88,750   -28.8º   -41,0   -54,3   -57,7   -57.9   -58.4   -59.9   -60,0   -59.9   -51,3   -39,1   -28,7   -49.9
-168.2º50 -89.2º50   -28.2º   -40,6º   -53.9   -57,3   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -49.4
-168.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-167,750  65,750   -16,6º   -18,0   -17,6º   -10.9    -1,5     5.9     9.4     9,5     6,1    -0,1    -7,0   -15,0    -4,5
-167,750 -85.2º50   -17,1   -25.9   -37,1   -41.4   -42,6º   -42,5   -45.9   -46.2º   -45,5   -36.9   -25.9   -17,1   -35.4
-167,750 -85,750   -24,6º   -34,1   -45,7   -49.8º   -50.8º   -50.9   -53.9   -54.2º   -53,6º   -45,0   -33.8º   -24,6º   -43,5
-167,750 -86.2º50   -21.2º   -31,5   -43.4   -47,3   -48,1   -48,3   -50.9   -51,1   -50,7   -42,1   -30,7   -21.2º   -40,7
-167,750 -86,750   -24.8º   -35,6º   -47.9   -51,6º   -52.2º   -52,5   -54.9   -55,0   -54,6º   -46,1   -34,5   -24,7   -44,6º
-167,750 -87.2º50   -26.4   -37,7   -50,3   -53.9   -54,3   -54,7   -56.8º   -56.9   -56,6º   -48,1   -36,3   -26.4   -46,6º
-167,750 -87,750   -28,0   -39,7   -52,6º   -56,0   -56.4   -56.9   -58,7   -58.8º   -58,5   -50,1   -38,1   -28,0   -48,5
-167,750 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -50,0
-167,750 -88,750   -28.8º   -41,0   -54,3   -57,7   -57.9   -58.4   -59.9   -60,0   -59.8º   -51,3   -39,0   -28,7   -49.9
-167,750 -89.2º50   -28.2º   -40,6º   -53.9   -57,3   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -49.4
-167,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -48,0
-167.2º50  65,750   -17,6º   -18,6º   -17,5   -10,6º    -1,5     5.8º     9.4     9.2º     5,5    -1,0    -8,0   -15,3    -4.9
-167.2º50 -83.2º50    -5.4   -12,6º   -22,6º   -27.8º   -29,6º   -29,1   -33,5   -33.9   -32.8º   -24,0   -13,6º    -5.4   -22,5
-167.2º50 -85.2º50   -18,3   -27.2º   -38,3   -42,7   -43.9   -43.8º   -47.2º   -47,5   -46.8º   -38.2º   -27.2º   -18,3   -36,7
-167.2º50 -85,750   -23,6º   -33.2º   -44,7   -48.8º   -49.8º   -49.9   -52.9   -53.2º   -52,6º   -44,0   -32.8º   -23,6º   -42,6º
-167.2º50 -86.2º50   -20.9   -31.2º   -43,1   -47,1   -47.8º   -48,0   -50,7   -50.9   -50.4   -41.8º   -30.4   -20.9   -40.4
-167.2º50 -86,750   -24,5   -35,3   -47,6º   -51,3   -51.9   -52.2º   -54,5   -54,7   -54,3   -45.8º   -34.2º   -24.4   -44,3
-167.2º50 -87.2º50   -26.4   -37,6º   -50.2º   -53.8º   -54,3   -54,7   -56.8º   -56.8º   -56,6º   -48,1   -36,3   -26.4   -46,6º
-167.2º50 -87,750   -27.9   -39,6º   -52,5   -56,0   -56.4   -56.8º   -58,7   -58.8º   -58,5   -50,1   -38,0   -27.9   -48,5
-167.2º50 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,6º   -39.4   -29.2º   -50,0
-167.2º50 -88,750   -28.8º   -40.9   -54,3   -57,7   -57.9   -58,3   -59.9   -59.9   -59.8º   -51,3   -39,0   -28,7   -49.8º
-167.2º50 -89.2º50   -28.2º   -40,6º   -53.9   -57,3   -57,5   -58,1   -59,5   -59,5   -59.4   -50.9   -38,6º   -28.2º   -49.4
-167.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-166,750  65,750   -18,5   -19,1   -17,5   -10,3    -1,6º     5.8º     9,5     9.2º     5.2º    -1,7    -8.8º   -15,6º    -5.2º
-166,750  60.2º50    -9.2º   -10,1    -7,7    -4.4     1.4     5,6º     9.2º     9,5     7.4     1.9    -2.4    -7,5    -0.4
-166,750  53,750    -0,3    -0.9     0,3     1,3     3.9     6,7     9,7    10,6º     8,3     4.8º     1.9     0.4     3.9
-166,750 -85.2º50   -16,0   -24.9   -36,0   -40.4   -41,5   -41,5   -44.9   -45.2º   -44,5   -35.9   -24.9   -16,0   -34.4
-166,750 -85,750   -22.2º   -31,7   -43.2º   -47,3   -48,3   -48.4   -51.4   -51,7   -51,1   -42,5   -31,3   -22,1   -41,1
-166,750 -86.2º50   -20,7   -31,0   -42.9   -46.9   -47,6º   -47.8º   -50.4   -50,6º   -50.2º   -41,6º   -30.2º   -20,7   -40.2º
-166,750 -86,750   -24,0   -34,7   -46.9   -50,7   -51.4   -51,6º   -54,0   -54,1   -53.8º   -45,3   -33,7   -23.9   -43.8º
-166,750 -87.2º50   -26,3   -37,6º   -50.2º   -53.8º   -54.2º   -54,6º   -56,7   -56.8º   -56,5   -48,0   -36.2º   -26,3   -46,5
-166,750 -87,750   -27.9   -39,6º   -52,5   -56,0   -56.4   -56.8º   -58,6º   -58,7   -58.4   -50,1   -38,0   -27.9   -48,5
-166,750 -88.2º50   -29.2º   -41.2º   -54,3   -57,7   -58,0   -58,5   -60.2º   -60.2º   -60,0   -51,5   -39.4   -29,1   -50,0
-166,750 -88,750   -28.8º   -40.9   -54.2º   -57,7   -57.9   -58,3   -59.9   -59.9   -59.8º   -51,3   -39,0   -28,7   -49.8º
-166,750 -89.2º50   -28.2º   -40,6º   -53.9   -57,3   -57,5   -58,0   -59.4   -59.4   -59,3   -50.9   -38,6º   -28.2º   -49.4
-166,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-166.2º50  65,750   -19,6º   -20,0   -18,0   -10.8º    -2,1     5,3     9,1     8,6º     4.4    -2,7   -10,0   -16.4    -5.9
-166.2º50  65.2º50   -18,1   -17.4   -15,7    -6.9     0.2º     8,1    11,1    10,5     6,1    -1.2º    -8,1   -14,7    -3.8º
-166.2º50  64,750   -16,5   -17,1   -15,1    -8.2º     0.4     6.8º     9.9     9.2º     5,1    -2,3    -9,0   -14.8º    -4.2º
-166.2º50  60.2º50   -11,7   -12.4    -9,5    -5,7     0.9     5,5     9,0     9.4     6.9     0.9    -3.9    -9.8º    -1,6º
-166.2º50  53,750    -1.8º    -2.2º    -1.2º    -0.2º     2,5     5,3     8,3     9,1     6.8º     3,3     0.4    -1,0     2,5
-166.2º50 -85.2º50   -15,6º   -24.4   -35,6º   -39.9   -41,1   -41,0   -44.4   -44,7   -44,0   -35,5   -24.4   -15,6º   -33.9
-166.2º50 -85,750   -20.8º   -30,3   -41.8º   -45.9   -46.9   -47,0   -50,0   -50,3   -49,7   -41,1   -29.9   -20.8º   -39,7
-166.2º50 -86.2º50   -20,6º   -30.9   -42.8º   -46,7   -47.4   -47,6º   -50,3   -50,5   -50,1   -41,5   -30,1   -20,6º   -40,0
-166.2º50 -86,750   -23,7   -34.4   -46,6º   -50.4   -51,1   -51,3   -53,7   -53.8º   -53,5   -45,0   -33.4   -23,6º   -43,5
-166.2º50 -87.2º50   -26,3   -37,5   -50,1   -53,7   -54.2º   -54,6º   -56,7   -56,7   -56,5   -48,0   -36.2º   -26,3   -46,5
-166.2º50 -87,750   -27.8º   -39,3   -52.2º   -55,7   -56,1   -56,5   -58.4   -58,5   -58.2º   -49.8º   -37.8º   -27,7   -48.2º
-166.2º50 -88.2º50   -29,1   -41.2º   -54,3   -57,7   -58,0   -58,5   -60,1   -60.2º   -60,0   -51,5   -39.4   -29,1   -50,0
-166.2º50 -88,750   -28.8º   -40.9   -54.2º   -57,7   -57.9   -58,3   -59.9   -59.9   -59.8º   -51,3   -39,0   -28,7   -49.8º
-166.2º50 -89.2º50   -28.2º   -40,6º   -53.9   -57,3   -57,5   -58,0   -59.4   -59.4   -59,3   -50.9   -38,6º   -28.2º   -49.4
-166.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-165,750  68,750   -21.2º   -22,3   -19,3   -13,3    -2.8º     4,7     8.9     8,1     3,3    -5.4   -13.4   -19.8º    -7,6º
-165,750  68.2º50   -20,1   -21,3   -18,3   -12,3    -1.8º     5,6º     9.9     9,0     4,3    -4.2º   -12,1   -18.4    -9,5
-165,750  66.2º50   -20,6º   -21,3   -18,6º   -12.2º    -2,7     4,5     9,1     8,6º     4,6º    -2,7   -10,6º   -16,5    -6.4
-165,750  65,750   -19.9   -20.2º   -18,0   -10.8º    -2,0     5,3     9.2º     8,7     4.4    -3,1   -10.4   -16,6º    -6,0
-165,750  65.2º50   -17,5   -17,3   -15,3    -7.2º     0,6º     8.2º    11.2º    10,5     6,1    -1.4    -8,3   -14,6º    -3,7
-165,750  64,750   -17,1   -17.9   -15.8º    -9,1    -0,1     6.2º     9,0     8,3     4,1    -3,5   -10.2º   -15.8º    -5,1
-165,750  61,750    -9.4   -10,7    -8.2º    -4,1     2,7     7,3    10.4    10,0     7.2º     1.2º    -3,6º    -7,5    -0,3
-165,750  60.2º50   -10,7   -11,3    -8,3    -4.8º     1,6º     6,0     9,6º    10,0     7,5     1,6º    -3,0    -8,6º    -0.8º
-165,750 -85.2º50   -15.2º   -24,1   -35.2º   -39,5   -40,6º   -40,6º   -44,0   -44,3   -43,6º   -35,1   -24,1   -15.2º   -33,5
-165,750 -85,750   -20,7   -30.2º   -41,7   -45.8º   -46.8º   -46.9   -49.9   -50.2º   -49,6º   -41,0   -29.8º   -20,6º   -39,5
-165,750 -86.2º50   -20.4   -30,6º   -42.4   -46.4   -47,1   -47,3   -50,0   -50.2º   -49.8º   -41.2º   -29.9   -20.4   -39.8º
-165,750 -86,750   -23,5   -34.2º   -46.4   -50.2º   -50.8º   -51,1   -53,5   -53,6º   -53.2º   -44.8º   -33.2º   -23.4   -43,3
-165,750 -87.2º50   -26,3   -37,5   -50,1   -53,7   -54,1   -54,5   -56,6º   -56,7   -56.4   -47.9   -36,1   -26.2º   -46.4
-165,750 -87,750   -27,7   -39,3   -52,1   -55,6º   -56,1   -56,5   -58.4   -58,5   -58.2º   -49.8º   -37.8º   -27,7   -48.2º
-165,750 -88.2º50   -29,1   -41,1   -54,3   -57,7   -58,0   -58.4   -60,1   -60.2º   -59.9   -51,5   -39.4   -29,1   -50,0
-165,750 -88,750   -28.8º   -40.9   -54.2º   -57,7   -57.9   -58,3   -59.9   -59.9   -59.8º   -51.2º   -39,0   -28,7   -49.8º
-165,750 -89.2º50   -28.2º   -40,5   -53.9   -57,3   -57,5   -58,0   -59.4   -59.4   -59,3   -50.9   -38,6º   -28,1   -49,3
-165,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-165.2º50  68,750   -20.9   -21.9   -18.8º   -12,7    -2,0     5.4     9,7     8.8º     3.8º    -5.2º   -13,3   -19.4    -7,1
-165.2º50  68.2º50   -20,1   -21.2º   -18,3   -12,1    -1,5     5.8º    10.2º     9.2º     4,3    -4.4   -12,6º   -18,6º    -6,5
-165.2º50  66.2º50   -20.2º   -21,0   -18.2º   -11.8º    -2,1     5.2º     9,6º     9,1     4.8º    -3,0   -10.8º   -16,6º    -6.2º
-165.2º50  65,750   -20.2º   -20,6º   -18.2º   -11.2º    -2,1     5,3     9,0     8.4     4,0    -3,7   -11.2º   -17.2º    -6.4
-165.2º50  65.2º50   -17,3   -17,3   -15,1    -7,6º     0.8º     8.2º    11,1    10,5     5.9    -1.8º    -8.8º   -14,7    -3.8º
-165.2º50  64,750   -15,6º   -16.4   -14,1    -7,7     1,5     7,7    10,5     9,7     5,3    -2,5    -9.2º   -14,5    -3,6º
-165.2º50  62.2º50   -12,3   -13.4    -9.9    -5,5     2.8º     8,3    11,1    10,5     6.8º     0,1    -5.8º    -9,7    -1,3
-165.2º50  61,750   -12,0   -12.9    -9.8º    -5,5     2.2º     7.2º    10,1     9,5     6.2º    -0,3    -5,7   -10,1    -1,7
-165.2º50  61.2º50    -9,7   -10,6º    -7.8º    -3.9     2,7     7.4    10.4    10.2º     7.4     1.2º    -3.4    -8,1    -0,3
-165.2º50 -85.2º50   -14.9   -23,7   -34.8º   -39.2º   -40,3   -40,3   -43,6º   -44,0   -43,3   -34,7   -23,7   -14.8º   -33.2º
-165.2º50 -85,750   -24.4   -33.9   -45.4   -49,5   -50,5   -50,6º   -53,6º   -53.9   -53,3   -44,7   -33,5   -24,3   -43.2º
-165.2º50 -86.2º50   -20.2º   -30,3   -42.2º   -46.2º   -46.9   -47,1   -49.8º   -50,0   -49,6º   -41,0   -29,7   -20.2º   -39,6º
-165.2º50 -86,750   -23.4   -34,1   -46,3   -50,1   -50,7   -51,0   -53.4   -53,5   -53,1   -44,7   -33,1   -23,3   -43.2º
-165.2º50 -87.2º50   -26.2º   -37,5   -50,1   -53,6º   -54,1   -54,5   -56,6º   -56,6º   -56.4   -47.9   -36,1   -26.2º   -46.4
-165.2º50 -87,750   -27.8º   -39,5   -52.4   -55.9   -56,3   -56,7   -58,6º   -58,7   -58.4   -50,0   -37.9   -27.8º   -48.4
-165.2º50 -88.2º50   -29,1   -41,1   -54,3   -57,6º   -57.9   -58.4   -60,1   -60.2º   -59.9   -51,5   -39,3   -29,1   -50,0
-165.2º50 -88,750   -28,7   -40.9   -54.2º   -57,6º   -57.9   -58,3   -59.9   -59.9   -59.8º   -51.2º   -39,0   -28,7   -49.8º
-165.2º50 -89.2º50   -28,1   -40,5   -53.9   -57,3   -57.4   -58,0   -59.4   -59.4   -59,3   -50.9   -38,5   -28,1   -49,3
-165.2º50 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-164,750  68,750   -21,1   -21.9   -18.9   -12,7    -1,7     5,6º    10,0     9,0     3.8º    -5.4   -13,7   -19.8º    -7,1
-164,750  68.2º50   -21,1   -22,0   -19,0   -12,7    -2,0     5.4     9.8º     8.8º     3,6º    -5.4   -13,7   -19,5    -7.2º
-164,750  66.2º50   -19.8º   -20,5   -17,5   -11,3    -1.2º     6,1    10.4     9,7     5,1    -3.2º   -11,1   -16.9    -5.8º
-164,750  65,750   -20,5   -20.8º   -18,1   -11,5    -1.9     5,5     9,1     8.4     3,7    -4,3   -12,0   -17,7    -7,6º
-164,750  65.2º50   -17.4   -17,6º   -15,1    -8,0     1,0     8.2º    11,1    10,3     5,6º    -2.4    -9,6º   -15.2º    -4,0
-164,750  64,750   -16.2º   -16.8º   -14,3    -7,7     1.4     8,0    10,5     9,6º     5,0    -2.9    -9.8º   -14.9    -4,0
-164,750  62,750   -15,1   -15.2º   -10.4    -7,3     2,5     8.4    11,1    10,6º     6.4    -0.4    -7,3   -11,0    -2.2º
-164,750  62.2º50   -14,1   -14,6º   -10,6º    -6,1     3,1     9,0    11,6º    10.8º     6,6º    -0,5    -6.9   -11,6º    -1.9
-164,750  61,750   -12,6º   -13,3    -9,7    -4.9     3,5     8.9    11,6º    10.8º     7,0     0,0    -5.9   -10.9    -1.2º
-164,750  61.2º50   -11,5   -12,1    -8,5    -4,3     3,0     8,1    11,0    10,6º     7,3     0,5    -4,7    -9,7    -0.8º
-164,750  60,750   -11,6º   -12,0    -8.8º    -5,0     1,7     6,3     9.4     9,3     6,5     0.2º    -4,7    -9,6º    -1,5
-164,750 -83,750    -5.8º   -13,3   -23,5   -28.4   -30,1   -29,6º   -33.9   -34.2º   -33,3   -24,6º   -14,1    -5,7   -23,1
-164,750 -85.2º50   -15,5   -24.4   -35,5   -39.8º   -40.9   -40.9   -44.2º   -44,6º   -43.9   -35.4   -24.4   -15,5   -33.8º
-164,750 -85,750   -22,3   -31.8º   -43,3   -47.4   -48.4   -48,5   -51,5   -51.8º   -51.2º   -42,6º   -31.4   -22.2º   -41,1
-164,750 -86.2º50   -19.9   -30,1   -42,1   -46,0   -46,7   -46.9   -49,6º   -49.8º   -49.4   -40.8º   -29,5   -19.9   -39.4
-164,750 -86,750   -23,3   -34,1   -46.2º   -50,0   -50,7   -50.9   -53,3   -53.4   -53,1   -44,6º   -33,0   -23.2º   -43,1
-164,750 -87.2º50   -26,1   -37,3   -49.9   -53,5   -54,0   -54.4   -56,5   -56,5   -56,3   -47.8º   -36,0   -26,1   -46,3
-164,750 -87,750   -27.8º   -39,5   -52.4   -55.9   -56,3   -56,7   -58,5   -58,6º   -58,3   -49.8º   -37.9   -27.8º   -48.4
-164,750 -88.2º50   -29,1   -41,1   -54,3   -57,6º   -57.9   -58.4   -60,1   -60.2º   -59.9   -51,5   -39,3   -29,1   -49.9
-164,750 -88,750   -28,7   -40.9   -54.2º   -57,6º   -57.8º   -58,3   -59.9   -59.9   -59.8º   -51.2º   -39,0   -28,7   -49.8º
-164,750 -89.2º50   -28,1   -40,5   -53.9   -57,3   -57.4   -58,0   -59.4   -59.4   -59,3   -50.8º   -38,5   -28,1   -49,3
-164,750 -89,750   -27,7   -40.2º   -53,6º   -57,0   -57.2º   -57,7   -59,1   -59,1   -59,0   -50,5   -38,1   -27,7   -49,0
-164.2º50  68,750   -21.2º   -21.9   -18.9   -12,5    -1.4     5.9    10,3     9,3     3.9    -5,6º   -14,0   -20,0    -7,1
-164.2º50  68.2º50   -21,0   -21.9   -18.9   -12,6º    -1,6º     5.8º    10.2º     9.2º     3.8º    -5,6º   -14,0   -19.8º    -7,1
-164.2º50  67,750   -19,7   -20,7   -17,7   -11.4    -0,6º     6.8º    11,3    10,3     4.9    -4,3   -12,6º   -18,3    -6,0
-164.2º50  66.2º50   -19,7   -20,3   -17.2º   -11.2º    -0,5     6.8º    11,0    10,1     5,1    -3,5   -11,7   -17,3    -5,6º
-164.2º50  65,750   -21,1   -21,3   -18,3   -12,0    -1.8º     5,6º     9.2º     8,3     3,3    -5.2º   -13,0   -18,5    -7,0
-164.2º50  65.2º50   -19,5   -19,5   -16,7    -9.9    -0,5     6.8º     9,5     8,6º     3,6º    -4,7   -12,1   -17,3    -5.9
-164.2º50  64,750   -16.4   -16,5   -13,7    -6,7     2.2º     9.2º    11.4    10,3     5,3    -2.9   -10,0   -14.8º    -3,5
-164.2º50  62,750   -17,7   -17,0   -11,0    -8,5     2,0     9,0    11.4    10.9     6,1    -1.4    -8.8º   -13,3    -3,1
-164.2º50  62.2º50   -14.9   -14.9   -11.2º    -6,1     3,5     9,5    12,0    10.9     6,5    -1,0    -7,5   -13,0    -2,1
-164.2º50  61,750   -13.8º   -14.2º   -10.2º    -5,1     3.9     9,6º    12,1    11,1     7,0    -0,6º    -6.8º   -12.4    -1,5
-164.2º50  61.2º50   -12.9   -13.2º    -9,0    -4,5     3,5     8.9    11,5    11,0     7.2º     0,0    -5.8º   -11,0    -1,1
-164.2º50  60,750   -11,6º   -11,6º    -8,1    -3.9     3,3     8.2º    11,1    10,7     7,5     0.8º    -4,6º    -9,6º    -0,6º
